Project, Version, Iteration, Budget, Suite, Test count, APFDf, TTFF, pTTFF
Collections,25,2,30%,FAST,58,0.0,NA,NA
Collections,25,2,30%,Ekstazi+dpt,58,0.9664948453608248,7,0.03608247422680412
Collections,25,2,30%,DPT,58,0.9664948453608248,7,0.03608247422680412
Collections,25,2,30%,STARTS,58,0.8221649484536082,35,0.18041237113402062
Collections,25,2,30%,STARTS+FAST-S,58,0.0,NA,NA
Collections,25,2,30%,STARTS+FAST-P,58,0.0,NA,NA
Collections,25,2,30%,STARTS+DPT,58,0.9664948453608248,7,0.03608247422680412
Collections,25,2,30%,Fastazi-S,58,0.0,NA,NA
Collections,25,2,30%,Fastazi-P,58,0.0,NA,NA
Collections,25,2,30%,Random,58,0.0,NA,NA
Collections,25,2,40%,Ekstazi,77,0.0,NA,NA
Collections,25,2,40%,FAST,77,0.0,NA,NA
Collections,25,2,40%,Ekstazi+dpt,77,0.9664948453608248,7,0.03608247422680412
Collections,25,2,40%,DPT,77,0.9664948453608248,7,0.03608247422680412
Collections,25,2,40%,STARTS,77,0.8221649484536082,35,0.18041237113402062
Collections,25,2,40%,STARTS+FAST-S,77,0.0,NA,NA
Collections,25,2,40%,STARTS+FAST-P,77,0.0,NA,NA
Collections,25,2,40%,STARTS+DPT,77,0.9664948453608248,7,0.03608247422680412
Collections,25,2,40%,Fastazi-S,77,0.0,NA,NA
Collections,25,2,40%,Fastazi-P,77,0.0,NA,NA
Collections,25,2,40%,Random,77,0.0,NA,NA
Collections,25,2,50%,Ekstazi,97,0.0,NA,NA
Collections,25,2,50%,FAST,97,0.0,NA,NA
Collections,25,2,50%,Ekstazi+dpt,97,0.9664948453608248,7,0.03608247422680412
Collections,25,2,50%,DPT,97,0.9664948453608248,7,0.03608247422680412
Collections,25,2,50%,STARTS,97,0.8221649484536082,35,0.18041237113402062
Collections,25,2,50%,STARTS+FAST-S,97,0.0,NA,NA
Collections,25,2,50%,STARTS+FAST-P,97,0.0,NA,NA
Collections,25,2,50%,STARTS+DPT,97,0.9664948453608248,7,0.03608247422680412
Collections,25,2,50%,Fastazi-S,97,0.0,NA,NA
Collections,25,2,50%,Fastazi-P,97,0.0,NA,NA
Collections,25,2,50%,Random,97,0.0,NA,NA
Collections,25,2,60%,Ekstazi,116,0.44072164948453607,109,0.5618556701030928
Collections,25,2,60%,FAST,116,0.0,NA,NA
Collections,25,2,60%,Ekstazi+dpt,116,0.9664948453608248,7,0.03608247422680412
Collections,25,2,60%,DPT,116,0.9664948453608248,7,0.03608247422680412
Collections,25,2,60%,STARTS,116,0.8221649484536082,35,0.18041237113402062
Collections,25,2,60%,STARTS+FAST-S,116,0.40463917525773196,116,0.5979381443298969
Collections,25,2,60%,STARTS+FAST-P,116,0.4097938144329897,115,0.5927835051546392
Collections,25,2,60%,STARTS+DPT,116,0.9664948453608248,7,0.03608247422680412
Collections,25,2,60%,Fastazi-S,116,0.0,NA,NA
Collections,25,2,60%,Fastazi-P,116,0.0,NA,NA
Collections,25,2,60%,Random,116,0.0,NA,NA
Collections,25,2,70%,Ekstazi,135,0.44072164948453607,109,0.5618556701030928
Collections,25,2,70%,FAST,135,0.0,NA,NA
Collections,25,2,70%,Ekstazi+dpt,135,0.9664948453608248,7,0.03608247422680412
Collections,25,2,70%,DPT,135,0.9664948453608248,7,0.03608247422680412
Collections,25,2,70%,STARTS,135,0.8221649484536082,35,0.18041237113402062
Collections,25,2,70%,STARTS+FAST-S,135,0.40463917525773196,116,0.5979381443298969
Collections,25,2,70%,STARTS+FAST-P,135,0.4097938144329897,115,0.5927835051546392
Collections,25,2,70%,STARTS+DPT,135,0.9664948453608248,7,0.03608247422680412
Collections,25,2,70%,Fastazi-S,135,0.33247422680412375,130,0.6701030927835051
Collections,25,2,70%,Fastazi-P,135,0.0,NA,NA
Collections,25,2,70%,Random,135,0.0,NA,NA
Collections,25,2,75%,Ekstazi,145,0.44072164948453607,109,0.5618556701030928
Collections,25,2,75%,FAST,145,0.0,NA,NA
Collections,25,2,75%,Ekstazi+dpt,145,0.9664948453608248,7,0.03608247422680412
Collections,25,2,75%,DPT,145,0.9664948453608248,7,0.03608247422680412
Collections,25,2,75%,STARTS,145,0.8221649484536082,35,0.18041237113402062
Collections,25,2,75%,STARTS+FAST-S,145,0.40463917525773196,116,0.5979381443298969
Collections,25,2,75%,STARTS+FAST-P,145,0.4097938144329897,115,0.5927835051546392
Collections,25,2,75%,STARTS+DPT,145,0.9664948453608248,7,0.03608247422680412
Collections,25,2,75%,Fastazi-S,145,0.33247422680412375,130,0.6701030927835051
Collections,25,2,75%,Fastazi-P,145,0.30154639175257736,136,0.7010309278350515
Collections,25,2,75%,Random,145,0.0,NA,NA
Collections,25,2,80%,Ekstazi,155,0.44072164948453607,109,0.5618556701030928
Collections,25,2,80%,FAST,155,0.0,NA,NA
Collections,25,2,80%,Ekstazi+dpt,155,0.9664948453608248,7,0.03608247422680412
Collections,25,2,80%,DPT,155,0.9664948453608248,7,0.03608247422680412
Collections,25,2,80%,STARTS,155,0.8221649484536082,35,0.18041237113402062
Collections,25,2,80%,STARTS+FAST-S,155,0.40463917525773196,116,0.5979381443298969
Collections,25,2,80%,STARTS+FAST-P,155,0.4097938144329897,115,0.5927835051546392
Collections,25,2,80%,STARTS+DPT,155,0.9664948453608248,7,0.03608247422680412
Collections,25,2,80%,Fastazi-S,155,0.33247422680412375,130,0.6701030927835051
Collections,25,2,80%,Fastazi-P,155,0.30154639175257736,136,0.7010309278350515
Collections,25,2,80%,Random,155,0.0,NA,NA
Collections,25,2,90%,Ekstazi,157,0.44072164948453607,109,0.5618556701030928
Collections,25,2,90%,FAST,174,0.13659793814432986,168,0.865979381443299
Collections,25,2,90%,Ekstazi+dpt,157,0.9664948453608248,7,0.03608247422680412
Collections,25,2,90%,DPT,174,0.9664948453608248,7,0.03608247422680412
Collections,25,2,90%,STARTS,157,0.8221649484536082,35,0.18041237113402062
Collections,25,2,90%,STARTS+FAST-S,157,0.40463917525773196,116,0.5979381443298969
Collections,25,2,90%,STARTS+FAST-P,157,0.4097938144329897,115,0.5927835051546392
Collections,25,2,90%,STARTS+DPT,157,0.9664948453608248,7,0.03608247422680412
Collections,25,2,90%,Fastazi-S,157,0.33247422680412375,130,0.6701030927835051
Collections,25,2,90%,Fastazi-P,157,0.30154639175257736,136,0.7010309278350515
Collections,25,2,90%,Random,174,0.0,NA,NA
Collections,25,2,100%,Ekstazi,157,0.44072164948453607,109,0.5618556701030928
Collections,25,2,100%,FAST,194,0.13659793814432986,168,0.865979381443299
Collections,25,2,100%,Ekstazi+dpt,157,0.9664948453608248,7,0.03608247422680412
Collections,25,2,100%,DPT,194,0.9664948453608248,7,0.03608247422680412
Collections,25,2,100%,STARTS,157,0.8221649484536082,35,0.18041237113402062
Collections,25,2,100%,STARTS+FAST-S,157,0.40463917525773196,116,0.5979381443298969
Collections,25,2,100%,STARTS+FAST-P,157,0.4097938144329897,115,0.5927835051546392
Collections,25,2,100%,STARTS+DPT,157,0.9664948453608248,7,0.03608247422680412
Collections,25,2,100%,Fastazi-S,157,0.33247422680412375,130,0.6701030927835051
Collections,25,2,100%,Fastazi-P,157,0.30154639175257736,136,0.7010309278350515
Collections,25,2,100%,Random,194,0.018041237113402008,191,0.9845360824742269
Collections,25,3,10%,Ekstazi,19,0.0,NA,NA
Collections,25,3,10%,FAST,19,0.0,NA,NA
Collections,25,3,10%,Ekstazi+dpt,19,0.9664948453608248,7,0.03608247422680412
Collections,25,3,10%,DPT,19,0.9664948453608248,7,0.03608247422680412
Collections,25,3,10%,STARTS,19,0.0,NA,NA
Collections,25,3,10%,STARTS+FAST-S,19,0.0,NA,NA
Collections,25,3,10%,STARTS+FAST-P,19,0.0,NA,NA
Collections,25,3,10%,STARTS+DPT,19,0.9664948453608248,7,0.03608247422680412
Collections,25,3,10%,Fastazi-S,19,0.0,NA,NA
Collections,25,3,10%,Fastazi-P,19,0.0,NA,NA
Collections,25,3,10%,Random,19,0.0,NA,NA
Collections,25,3,20%,Ekstazi,38,0.0,NA,NA
Collections,25,3,20%,FAST,38,0.0,NA,NA
Collections,25,3,20%,Ekstazi+dpt,38,0.9664948453608248,7,0.03608247422680412
Collections,25,3,20%,DPT,38,0.9664948453608248,7,0.03608247422680412
Collections,25,3,20%,STARTS,38,0.0,NA,NA
Collections,25,3,20%,STARTS+FAST-S,38,0.0,NA,NA
Collections,25,3,20%,STARTS+FAST-P,38,0.0,NA,NA
Collections,25,3,20%,STARTS+DPT,38,0.9664948453608248,7,0.03608247422680412
Collections,25,3,20%,Fastazi-S,38,0.0,NA,NA
Collections,25,3,20%,Fastazi-P,38,0.0,NA,NA
