Project, Version, Suite, Time
Codec,12,Selection,5.8999999999999995
Codec,12,sel_time_starts,12.95
Codec,12,Full prioritization,0.009666666666666667
Codec,12,prio_p_time_starts,0.010000000000000002
Codec,12,Sel. prioritization,0.005333333333333333
Codec,12,prio_s_time_starts,0.004666666666666667
Codec,12,FAST preparation,1.51
Codec,12,fast_prep_time_starts,1.48
Codec,12,Build time,26.5
Codec,12,build_time_starts,26.36
Codec,12,Test time,35.339999999999996
Codec,12,test_time_starts,28.650000000000002
Codec,12,DPTT_time,0.0003333333333333333
Codec,12,DPTT_ekstazi_time,0.0003333333333333333
Codec,12,DPTT_time_starts,0.0003333333333333333
Codec,12,DPT,5.900333333333333
Codec,12,DPT_TIME,5.900333333333333
Codec,12,FAST,1.5196666666666667
Codec,12,fast_time_starts,1.49
Codec,12,Fastazi-S,5.905333333333333
Codec,12,fastazi_s_time_starts,12.954666666666666
Codec,12,FAST_T_starts,1.49
Codec,12,DPTT_ekstazi_t,5.900333333333333
Codec,12,DPTT_t_starts,18.85033333333333
Codec,13,Selection,6.1
Codec,13,sel_time_starts,13.27
Codec,13,Full prioritization,0.013333333333333334
Codec,13,prio_p_time_starts,0.018333333333333333
Codec,13,Sel. prioritization,0.011666666666666665
Codec,13,prio_s_time_starts,0.016
Codec,13,FAST preparation,1.97
Codec,13,fast_prep_time_starts,1.98
Codec,13,Build time,25.93
Codec,13,build_time_starts,26.69
Codec,13,Test time,39.15
Codec,13,test_time_starts,31.29
Codec,13,DPTT_time,0.0003333333333333333
Codec,13,DPTT_ekstazi_time,0.0003333333333333333
Codec,13,DPTT_time_starts,0.0003333333333333333
Codec,13,DPT,6.100333333333333
Codec,13,DPT_TIME,6.100333333333333
Codec,13,FAST,1.9833333333333334
Codec,13,fast_time_starts,1.9983333333333333
Codec,13,Fastazi-S,6.111666666666666
Codec,13,fastazi_s_time_starts,13.286
Codec,13,FAST_T_starts,1.9983333333333333
Codec,13,DPTT_ekstazi_t,6.100333333333333
Codec,13,DPTT_t_starts,19.370333333333335
Codec,14,Selection,5.91
Codec,14,sel_time_starts,14.41
Codec,14,Full prioritization,0.013666666666666666
Codec,14,prio_p_time_starts,0.018000000000000002
Codec,14,Sel. prioritization,0.0036666666666666666
Codec,14,prio_s_time_starts,0.0036666666666666666
Codec,14,FAST preparation,0.12
Codec,14,fast_prep_time_starts,0.15
Codec,14,Build time,26.35
Codec,14,build_time_starts,24.04
Codec,14,Test time,30.779999999999998
Codec,14,test_time_starts,32.660000000000004
Codec,14,DPTT_time,0.0003333333333333333
Codec,14,DPTT_ekstazi_time,0.0003333333333333333
Codec,14,DPTT_time_starts,0.0003333333333333333
Codec,14,DPT,5.910333333333334
Codec,14,DPT_TIME,5.910333333333334
Codec,14,FAST,0.13366666666666666
Codec,14,fast_time_starts,0.16799999999999998
Codec,14,Fastazi-S,5.913666666666667
Codec,14,fastazi_s_time_starts,14.413666666666666
Codec,14,FAST_T_starts,0.16799999999999998
Codec,14,DPTT_ekstazi_t,5.910333333333334
Codec,14,DPTT_t_starts,20.320333333333334
Codec,15,Selection,5.91
Codec,15,sel_time_starts,15.870000000000001
Codec,15,Full prioritization,0.014333333333333335
Codec,15,prio_p_time_starts,0.01633333333333333
Codec,15,Sel. prioritization,0.007666666666666666
Codec,15,prio_s_time_starts,0.010333333333333333
Codec,15,FAST preparation,0.37
Codec,15,fast_prep_time_starts,0.39
Codec,15,Build time,27.119999999999997
Codec,15,build_time_starts,28.68
Codec,15,Test time,49.839999999999996
Codec,15,test_time_starts,41.4
Codec,15,DPTT_time,0.0006666666666666666
Codec,15,DPTT_ekstazi_time,0.0006666666666666666
Codec,15,DPTT_time_starts,0.0006666666666666666
Codec,15,DPT,5.910666666666667
Codec,15,DPT_TIME,5.910666666666667
Codec,15,FAST,0.3843333333333333
Codec,15,fast_time_starts,0.4063333333333333
Codec,15,Fastazi-S,5.917666666666666
Codec,15,fastazi_s_time_starts,15.880333333333335
Codec,15,FAST_T_starts,0.4063333333333333
Codec,15,DPTT_ekstazi_t,5.910666666666667
Codec,15,DPTT_t_starts,21.78066666666667
Codec,16,Selection,6.260000000000001
