Project, Version, Suite, Test count, APFDf, TTFF, pTTFF, Misses, Hit, HitCount
Collections,1,FAST,194,0.141580756013746,167.033333333333,0.860996563573883,0,1,30
Jsoup,1,Ekstazi + FAST -S,10,0.283333333333333,9.1,0.758333333333333,0,1,30
Math,1,FAST,440,0.306287878787879,305.733333333333,0.694848484848485,0,1,30
Codec,1,FAST,38,0.323684210526316,26.2,0.689473684210526,0,1,30
Cli,1,DPT,24,0.359722222222222,15.8666666666667,0.661111111111111,0,1,30
Jsoup,1,Ekstazi + FAST-P,10,0.377777777777778,7.96666666666667,0.663888888888889,0,1,30
JxPath,1,Random,45,0.443703703703704,25.5333333333333,0.567407407407407,0,1,30
Collections,1,Random,194,0.449312714776632,107.333333333333,0.553264604810996,0,1,30
Gson,1,Random,78,0.455555555555556,42.9666666666667,0.550854700854701,0,1,30
Codec,1,DPT,38,0.456140350877193,21.1666666666667,0.557017543859649,0,1,30
Cli,1,Random,24,0.459722222222222,13.4666666666667,0.561111111111111,0,1,30
Codec,1,Random,38,0.47280701754386,20.5333333333333,0.540350877192983,0,1,30
Compress,1,DPT,46,0.478985507246377,24.4666666666667,0.531884057971014,0,1,30
Jsoup,1,STARTS,11,0.480555555555556,6.73333333333333,0.561111111111111,0,1,30
Jsoup,1,Random,12,0.494444444444444,6.56666666666667,0.547222222222222,0,1,30
JxPath,1,DPT,45,0.508148148148148,22.6333333333333,0.502962962962963,0,1,30
Jsoup,1,Ekstazi,10,0.511111111111111,6.36666666666667,0.530555555555556,0,1,30
JxPath,1,Ekstazi+dpt,25,0.534814814814815,21.4333333333333,0.476296296296296,0,1,30
JxPath,1,STARTS+DPT,26,0.534814814814815,21.4333333333333,0.476296296296296,0,1,30
Compress,1,Random,46,0.544202898550725,21.4666666666667,0.466666666666667,0,1,30
Compress,1,STARTS+DPT,27,0.58695652173913,19.5,0.423913043478261,0,1,30
Jsoup,1,STARTS+DPT,11,0.627777777777778,4.96666666666667,0.413888888888889,0,1,30
Jsoup,1,DPT,12,0.630555555555555,4.93333333333333,0.411111111111111,0,1,30
Jsoup,1,Ekstazi+dpt,10,0.661111111111111,4.56666666666667,0.380555555555556,0,1,30
Math,1,DPT,440,0.676590909090909,142.8,0.324545454545455,0,1,30
Compress,1,STARTS,27,0.681884057971014,15.1333333333333,0.328985507246377,0,1,30
JxPath,1,Ekstazi,25,0.687407407407407,14.5666666666667,0.323703703703704,0,1,30
Gson,1,STARTS,45,0.717094017094017,22.5666666666667,0.289316239316239,0,1,30
Math,1,Random,440,0.717575757575758,124.766666666667,0.283560606060606,0,1,30
JxPath,1,STARTS,26,0.737037037037037,12.3333333333333,0.274074074074074,0,1,30
Gson,1,DPT,78,0.737179487179488,21,0.269230769230769,0,1,30
Gson,1,STARTS+DPT,45,0.737179487179488,21,0.269230769230769,0,1,30
Gson,1,Ekstazi+dpt,35,0.75,20,0.256410256410256,0,1,30
Collections,1,STARTS+FAST-S,59,0.753436426116838,48.3333333333333,0.24914089347079,0,1,30
Collections,1,STARTS+FAST-P,59,0.754123711340207,48.2,0.248453608247423,0,1,30
Jsoup,1,FAST,12,0.763888888888889,3.33333333333333,0.277777777777778,0,1,30
Gson,1,Ekstazi,35,0.776923076923077,17.9,0.229487179487179,0,1,30
Jsoup,1,STARTS+FAST-P,11,0.819444444444445,2.66666666666667,0.222222222222222,0,1,30
Jsoup,1,STARTS+FAST-S,11,0.830555555555556,2.53333333333333,0.211111111111111,0,1,30
Collections,1,STARTS,59,0.832474226804123,33,0.170103092783505,0,1,30
Compress,1,FAST,46,0.840579710144928,7.83333333333333,0.170289855072464,0,1,30
JxPath,1,FAST,45,0.872592592592592,6.23333333333333,0.138518518518518,0,1,30
Compress,1,Ekstazi+dpt,7,0.880434782608695,6,0.130434782608696,0,1,30
Compress,1,Ekstazi,7,0.919565217391304,4.2,0.091304347826087,0,1,30
Compress,1,STARTS+FAST-P,27,0.921739130434783,4.1,0.0891304347826087,0,1,30
Cli,1,STARTS+FAST-S,3,0.926388888888889,2.26666666666667,0.0944444444444444,0,1,30
Cli,1,STARTS,3,0.930555555555555,2.16666666666667,0.0902777777777778,0,1,30
Cli,1,Ekstazi + FAST -S,3,0.933333333333333,2.1,0.0875,0,1,30
Cli,1,Ekstazi,3,0.9375,2,0.0833333333333333,0,1,30
Cli,1,Ekstazi+dpt,3,0.9375,2,0.0833333333333333,0,1,30
Cli,1,STARTS+DPT,3,0.9375,2,0.0833333333333333,0,1,30
Cli,1,FAST,24,0.938888888888889,1.96666666666667,0.0819444444444444,0,1,30
Compress,1,STARTS+FAST-S,27,0.959420289855073,2.36666666666667,0.0514492753623188,0,1,30
Codec,1,Ekstazi+dpt,2,0.960526315789473,2,0.0526315789473684,0,1,30
Codec,1,STARTS+FAST-P,2,0.960526315789473,2,0.0526315789473684,0,1,30
Codec,1,STARTS+DPT,2,0.960526315789473,2,0.0526315789473684,0,1,30
JxPath,1,STARTS+FAST-S,26,0.961481481481481,2.23333333333333,0.0496296296296296,0,1,30
Collections,1,Ekstazi,12,0.964776632302405,7.33333333333333,0.0378006872852234,0,1,30
JxPath,1,Ekstazi + FAST -S,25,0.965185185185185,2.06666666666667,0.0459259259259259,0,1,30
Collections,1,DPT,194,0.966494845360824,7,0.0360824742268041,0,1,30
Collections,1,STARTS+DPT,59,0.966494845360824,7,0.0360824742268041,0,1,30
JxPath,1,STARTS+FAST-P,26,0.967407407407407,1.96666666666667,0.0437037037037037,0,1,30
Compress,1,Ekstazi + FAST -S,7,0.969565217391305,1.9,0.0413043478260869,0,1,30
Math,1,STARTS+FAST-P,18,0.97030303030303,13.5666666666667,0.0308333333333333,0,1,30
Codec,1,STARTS+FAST-S,2,0.972807017543859,1.53333333333333,0.0403508771929825,0,1,30
JxPath,1,Ekstazi + FAST-P,25,0.974074074074073,1.66666666666667,0.037037037037037,0,1,30
Cli,1,Ekstazi + FAST-P,3,0.975,1.1,0.0458333333333333,0,1,30
Codec,1,Ekstazi,2,0.975438596491228,1.43333333333333,0.037719298245614,0,1,30
Codec,1,STARTS,2,0.975438596491228,1.43333333333333,0.037719298245614,0,1,30
Math,1,Ekstazi+dpt,14,0.976136363636364,11,0.025,0,1,30
Math,1,STARTS+DPT,18,0.976136363636364,11,0.025,0,1,30
Math,1,Ekstazi + FAST-P,14,0.976136363636364,11,0.025,0,1,30
Codec,1,Ekstazi + FAST -S,2,0.976315789473684,1.4,0.0368421052631579,0,1,30
Collections,1,Ekstazi + FAST-P,12,0.978350515463918,4.7,0.0242268041237113,0,1,30
Cli,1,STARTS+FAST-P,3,0.979166666666667,1,0.0416666666666667,0,1,30
Gson,1,FAST,78,0.98076923076923,2,0.0256410256410257,0,1,30
Gson,1,Ekstazi + FAST -S,35,0.98076923076923,2,0.0256410256410257,0,1,30
Gson,1,STARTS+FAST-S,45,0.981196581196581,1.96666666666667,0.0252136752136752,0,1,30
Collections,1,Ekstazi + FAST -S,12,0.983848797250859,3.63333333333333,0.0187285223367698,0,1,30
Math,1,STARTS+FAST-S,18,0.986287878787879,6.53333333333333,0.0148484848484849,0,1,30
Gson,1,STARTS+FAST-P,45,0.986324786324786,1.56666666666667,0.0200854700854701,0,1,30
Codec,1,Ekstazi + FAST-P,2,0.986842105263158,1,0.0263157894736842,0,1,30
Compress,1,Ekstazi + FAST-P,7,0.986956521739131,1.1,0.0239130434782609,0,1,30
Gson,1,Ekstazi + FAST-P,35,0.987606837606838,1.46666666666667,0.0188034188034188,0,1,30
Math,1,Ekstazi,14,0.988409090909091,5.6,0.0127272727272727,0,1,30
Math,1,STARTS,18,0.988560606060606,5.53333333333333,0.0125757575757576,0,1,30
Collections,1,Ekstazi+dpt,12,0.992268041237114,2,0.0103092783505155,0,1,30
Math,1,Ekstazi + FAST -S,14,0.9925,3.8,0.00863636363636364,0,1,30
Math,2,DPT,428,0.353816199376947,277.066666666667,0.647352024922118,0,1,30
Collections,2,Random,202,0.444719471947195,112.666666666667,0.557755775577558,0,1,30
Compress,2,Random,54,0.446913580246914,30.3666666666667,0.562345679012346,0,1,30
Cli,2,Random,22,0.459090909090909,12.4,0.563636363636364,0,1,30
Compress,2,FAST,54,0.467901234567901,29.2333333333333,0.541358024691358,0,1,30
JxPath,2,DPT,49,0.479591836734694,26,0.530612244897959,0,1,30
JxPath,2,STARTS+DPT,30,0.5,25,0.510204081632653,0,1,30
Gson,2,Random,84,0.505555555555556,42.0333333333333,0.500396825396826,0,1,30
Gson,2,STARTS,75,0.507539682539683,41.8666666666667,0.498412698412698,0,1,30
Jsoup,2,Random,12,0.511111111111111,6.36666666666667,0.530555555555555,0,1,30
Math,2,Random,428,0.513707165109034,208.633333333333,0.487461059190031,0,1,30
JxPath,2,Random,49,0.552380952380952,22.4333333333333,0.457823129251701,0,1,30
Jsoup,2,STARTS,11,0.563888888888889,5.73333333333333,0.477777777777778,0,1,30
Jsoup,2,Ekstazi + FAST-P,10,0.583333333333333,5.5,0.458333333333333,0,1,30
Codec,2,FAST,39,0.611965811965812,15.6333333333333,0.400854700854701,0,1,30
Jsoup,2,DPT,12,0.613888888888889,5.13333333333333,0.427777777777778,0,1,30
Gson,2,Ekstazi,66,0.618650793650794,32.5333333333333,0.387301587301587,0,1,30
Jsoup,2,Ekstazi+dpt,10,0.619444444444444,5.06666666666667,0.422222222222222,0,1,30
Jsoup,2,STARTS+DPT,11,0.622222222222222,5.03333333333333,0.419444444444444,0,1,30
Collections,2,FAST,202,0.627062706270627,75.8333333333333,0.375412541254125,0,1,30
Jsoup,2,Ekstazi + FAST -S,10,0.627777777777778,4.96666666666667,0.413888888888889,0,1,30
Jsoup,2,Ekstazi,10,0.633333333333333,4.9,0.408333333333333,0,1,30
Codec,2,Random,39,0.655555555555556,13.9333333333333,0.357264957264957,0,1,30
Compress,2,STARTS+FAST-S,33,0.684567901234568,17.5333333333333,0.324691358024691,0,1,30
Compress,2,STARTS+FAST-P,33,0.690740740740741,17.2,0.318518518518519,0,1,30
Math,2,STARTS+DPT,161,0.712772585669782,123.433333333333,0.288395638629283,0,1,30
JxPath,2,STARTS,30,0.714965986394558,14.4666666666667,0.295238095238095,0,1,30
Jsoup,2,FAST,12,0.727777777777778,3.76666666666667,0.313888888888889,0,1,30
Compress,2,STARTS,33,0.759876543209877,13.4666666666667,0.249382716049383,0,1,30
Math,2,FAST,428,0.772040498442368,98.0666666666667,0.229127725856698,0,1,30
Jsoup,2,STARTS+FAST-P,11,0.797222222222222,2.93333333333333,0.244444444444444,0,1,30
Cli,2,DPT,22,0.8,4.9,0.222727272727273,0,1,30
Math,2,STARTS,161,0.803816199376947,84.4666666666667,0.197352024922118,0,1,30
Jsoup,2,STARTS+FAST-S,11,0.808333333333334,2.8,0.233333333333333,0,1,30
Cli,2,Ekstazi,6,0.862121212121212,3.53333333333333,0.160606060606061,0,1,30
Cli,2,FAST,22,0.863636363636364,3.5,0.159090909090909,0,1,30
Cli,2,STARTS,6,0.866666666666667,3.43333333333333,0.156060606060606,0,1,30
Collections,2,DPT,202,0.877887788778878,25.1666666666667,0.124587458745875,0,1,30
Cli,2,Ekstazi+dpt,6,0.886363636363637,3,0.136363636363636,0,1,30
Cli,2,STARTS+DPT,6,0.886363636363637,3,0.136363636363636,0,1,30
Cli,2,STARTS+FAST-S,6,0.898484848484848,2.73333333333333,0.124242424242424,0,1,30
JxPath,2,Ekstazi+dpt,6,0.908163265306122,5,0.102040816326531,0,1,30
Cli,2,Ekstazi + FAST -S,6,0.913636363636364,2.4,0.109090909090909,0,1,30
Math,2,STARTS+FAST-P,161,0.914563862928349,37.0666666666667,0.0866043613707165,0,1,30
Math,2,STARTS+FAST-S,161,0.915732087227414,36.5666666666667,0.0854361370716511,0,1,30
Compress,2,DPT,54,0.916666666666667,5,0.0925925925925926,0,1,30
Compress,2,STARTS+DPT,33,0.916666666666667,5,0.0925925925925926,0,1,30
JxPath,2,Ekstazi,6,0.934013605442177,3.73333333333333,0.0761904761904762,0,1,30
Gson,2,Ekstazi+dpt,66,0.93452380952381,6,0.0714285714285714,0,1,30
Gson,2,DPT,84,0.93452380952381,6,0.0714285714285714,0,1,30
Gson,2,STARTS+DPT,75,0.93452380952381,6,0.0714285714285714,0,1,30
Codec,2,DPT,39,0.935897435897435,3,0.0769230769230769,0,1,30
JxPath,2,FAST,49,0.936734693877551,3.6,0.073469387755102,0,1,30
Compress,2,Ekstazi,7,0.94320987654321,3.56666666666667,0.0660493827160494,0,1,30
Compress,2,Ekstazi + FAST -S,7,0.952469135802469,3.06666666666667,0.0567901234567901,0,1,30
JxPath,2,STARTS+FAST-S,30,0.961224489795918,2.4,0.0489795918367347,0,1,30
