Project,Version,Suite,Test count,APFDf,TTFF,pTTFF,Test time,Test time / Test count,ApproachTime,TTFF (seconds),TTFF Total,ApproachTime / total.exec.time (%)
Cli,21,FAST,59,0.12316384180791,52.2333333333333,0.885310734463276,14.87,0.252033898305085,0.185333333333333,13.1645706214689,13.3499039548023,1.24635731898677
Cli,21,Ekstazi+FAST,59,0.352542372881356,38.7,0.65593220338983,14.87,0.252033898305085,5.361,9.75371186440678,15.1147118644068,36.0524546065905
Cli,21,Random,59,0.461016949152543,32.3,0.547457627118644,14.87,0.252033898305085,,8.14069491525424,8.14069491525424,0
Cli,21,STARTS,59,0.485875706214689,30.8333333333333,0.522598870056497,14.87,0.252033898305085,9.4,7.77104519774011,17.1710451977401,63.2145258910558
Cli,21,STARTS+DPT,59,0.74180790960452,15.7333333333333,0.266666666666667,14.87,0.252033898305085,14.7503333333333,3.96533333333333,18.7156666666667,99.1952477023087
Cli,21,STARTS+FAST-S,59,0.0254237288135593,58,0.983050847457626,14.87,0.252033898305085,9.41233333333333,14.6179661016949,24.0302994350283,63.2974669356646
Cli,22,DPT,23,0.918840579710145,2.36666666666667,0.102898550724638,12.8,0.556521739130435,5.37033333333333,1.31710144927536,6.6874347826087,41.9557291666666
Cli,22,Ekstazi,23,0.718840579710145,6.96666666666667,0.302898550724638,12.8,0.556521739130435,5.37,3.87710144927536,9.24710144927536,41.953125
Cli,22,Ekstazi+dpt,23,0.910144927536232,2.56666666666667,0.111594202898551,12.8,0.556521739130435,5.37066666666667,1.42840579710145,6.79907246376812,41.9583333333334
Cli,22,FAST,23,0.210144927536232,18.6666666666667,0.81159420289855,12.8,0.556521739130435,0.226666666666667,10.3884057971015,10.6150724637681,1.77083333333334
Cli,22,Ekstazi+FAST,23,0.444927536231884,13.2666666666667,0.576811594202898,12.8,0.556521739130435,5.37633333333333,7.3831884057971,12.7595217391304,42.0026041666666
Cli,22,Random,23,0.708695652173913,7.2,0.31304347826087,12.8,0.556521739130435,,4.00695652173913,4.00695652173913,0
Cli,22,STARTS,23,0.698550724637681,7.43333333333333,0.323188405797101,12.8,0.556521739130435,8.95,4.1368115942029,13.0868115942029,69.921875
Cli,22,STARTS+DPT,23,0.913043478260869,2.5,0.108695652173913,12.8,0.556521739130435,14.3206666666667,1.39130434782609,15.7119710144928,111.880208333334
Cli,22,STARTS+FAST-S,23,0.534782608695652,11.2,0.48695652173913,12.8,0.556521739130435,8.95633333333334,6.23304347826087,15.1893768115942,69.9713541666667
Cli,23,DPT,24,0.229166666666667,19,0.791666666666667,11.99,0.499583333333333,5.31066666666667,9.49208333333333,14.80275,44.2924659438421
Cli,23,Ekstazi,24,0.577777777777778,10.6333333333333,0.443055555555556,11.99,0.499583333333333,5.31,5.31223611111111,10.6222361111111,44.2869057547957
Cli,23,Ekstazi+dpt,24,0.229166666666667,19,0.791666666666667,11.99,0.499583333333333,5.31066666666667,9.49208333333333,14.80275,44.2924659438421
Cli,23,FAST,24,0.441666666666667,13.9,0.579166666666666,11.99,0.499583333333333,0.276666666666667,6.94420833333333,7.220875,2.30747845426745
Cli,23,Ekstazi+FAST,24,0.534722222222222,11.6666666666667,0.486111111111111,11.99,0.499583333333333,5.316,5.82847222222222,11.1444722222222,44.3369474562135
Cli,23,Random,24,0.461111111111111,13.4333333333333,0.559722222222222,11.99,0.499583333333333,,6.71106944444444,6.71106944444444,0
Cli,23,STARTS,24,0.566666666666667,10.9,0.454166666666667,11.99,0.499583333333333,8.81,5.44545833333333,14.2554583333333,73.4778982485405
Cli,23,STARTS+DPT,24,0.229166666666667,19,0.791666666666667,11.99,0.499583333333333,14.1203333333333,9.49208333333333,23.6124166666667,117.767584097859
Cli,23,STARTS+FAST-S,24,0.370833333333333,15.6,0.65,11.99,0.499583333333333,8.816,7.7935,16.6095,73.5279399499583
Cli,24,DPT,24,0.229166666666667,19,0.791666666666667,11.91,0.49625,5.68033333333333,9.42875,15.1090833333333,47.6938147215225
Cli,24,Ekstazi,24,0.909722222222223,2.66666666666667,0.111111111111111,11.91,0.49625,5.68,1.32333333333333,7.00333333333333,47.6910159529807
