Project, Version, Iteration, Budget, Suite, Test count, APFDf, TTFF, pTTFF
Time,11,22,75%,FAST,109,0.42808219178082196,84,0.5753424657534246
Time,11,22,75%,Ekstazi+dpt,29,0.9486301369863014,8,0.0547945205479452
Time,11,22,75%,DPT,109,0.886986301369863,17,0.11643835616438356
Time,11,22,75%,STARTS,1,0.0,NA,NA
Time,11,22,75%,STARTS+FAST-S,1,0.0,NA,NA
Time,11,22,75%,STARTS+FAST-P,1,0.0,NA,NA
Time,11,22,75%,STARTS+DPT,1,0.0,NA,NA
Time,11,22,75%,Fastazi-S,29,0.9075342465753425,14,0.0958904109589041
Time,11,22,75%,Fastazi-P,29,0.8801369863013698,18,0.1232876712328767
Time,11,22,75%,Random,109,0.9006849315068494,15,0.10273972602739725
Time,11,22,80%,Ekstazi,29,0.8801369863013698,18,0.1232876712328767
Time,11,22,80%,FAST,116,0.42808219178082196,84,0.5753424657534246
Time,11,22,80%,Ekstazi+dpt,29,0.9486301369863014,8,0.0547945205479452
Time,11,22,80%,DPT,116,0.886986301369863,17,0.11643835616438356
Time,11,22,80%,STARTS,1,0.0,NA,NA
Time,11,22,80%,STARTS+FAST-S,1,0.0,NA,NA
Time,11,22,80%,STARTS+FAST-P,1,0.0,NA,NA
Time,11,22,80%,STARTS+DPT,1,0.0,NA,NA
Time,11,22,80%,Fastazi-S,29,0.9075342465753425,14,0.0958904109589041
Time,11,22,80%,Fastazi-P,29,0.8801369863013698,18,0.1232876712328767
Time,11,22,80%,Random,116,0.9006849315068494,15,0.10273972602739725
Time,11,22,90%,Ekstazi,29,0.8801369863013698,18,0.1232876712328767
Time,11,22,90%,FAST,131,0.42808219178082196,84,0.5753424657534246
Time,11,22,90%,Ekstazi+dpt,29,0.9486301369863014,8,0.0547945205479452
Time,11,22,90%,DPT,131,0.886986301369863,17,0.11643835616438356
Time,11,22,90%,STARTS,1,0.0,NA,NA
Time,11,22,90%,STARTS+FAST-S,1,0.0,NA,NA
