Project, Version, Suite, Test count, APFDf, TTFF, pTTFF, Misses, Hit, HitCount
Math,5,Ekstazi,137.0,0.5237179487179486,74.8,0.47948717948717945,0,1,30
Math,5,FAST,156.0,0.5771367521367521,66.46666666666667,0.426068376068376,0,1,30
Math,5,Ekstazi+dpt,137.0,0.2923076923076924,110.9,0.7108974358974357,0,1,30
Math,5,DPT,156.0,0.2925213675213676,110.86666666666666,0.7106837606837606,0,1,30
Math,5,STARTS,137.0,0.5480769230769231,71.0,0.45512820512820523,0,1,30
Math,5,STARTS+FAST-S,137.0,0.6412393162393163,56.46666666666667,0.3619658119658118,0,1,30
Math,5,STARTS+FAST-P,137.0,0.6284188034188032,58.46666666666667,0.37478632478632484,0,1,30
Math,5,STARTS+DPT,137.0,0.29572649572649584,110.36666666666666,0.7074786324786324,0,1,30
Math,5,Fastazi-S,137.0,0.6814102564102564,50.2,0.32179487179487176,0,1,30
Math,5,Fastazi-P,137.0,0.6286324786324784,58.43333333333333,0.3745726495726496,0,1,30
Math,5,Random,156.0,0.4604700854700855,84.66666666666667,0.5427350427350427,0,1,30
Math,6,Ekstazi,44.0,0.8485042735042734,24.133333333333333,0.15470085470085468,0,1,30
Math,6,FAST,156.0,0.0991452991452992,141.03333333333333,0.9040598290598287,0,1,30
Math,6,Ekstazi+dpt,44.0,0.9326923076923074,11.0,0.0705128205128205,0,1,30
Math,6,DPT,156.0,0.8412393162393161,25.266666666666666,0.16196581196581197,0,1,30
Math,6,STARTS,83.0,0.7068376068376069,46.233333333333334,0.29636752136752137,0,1,30
Math,6,STARTS+FAST-S,83.0,0.524786324786325,74.63333333333334,0.4784188034188038,0,1,30
Math,6,STARTS+FAST-P,83.0,0.5096153846153849,77.0,0.493589743589744,0,1,30
Math,6,STARTS+DPT,83.0,0.9072649572649574,14.966666666666667,0.09594017094017099,0,1,30
Math,6,Fastazi-S,44.0,0.9777777777777776,3.966666666666667,0.025427350427350438,0,1,30
Math,6,Fastazi-P,44.0,0.7591880341880339,38.06666666666667,0.24401709401709404,0,1,30
Math,6,Random,156.0,0.4670940170940171,83.63333333333334,0.5361111111111112,0,1,30
Math,8,Ekstazi,134.0,0.8214859437751003,30.133333333333333,0.18152610441767067,0,1,30
Math,8,FAST,166.0,0.4012048192771083,99.9,0.6018072289156627,0,1,30
Math,8,Ekstazi+dpt,134.0,0.270281124497992,121.63333333333334,0.7327309236947789,0,1,30
Math,8,DPT,166.0,0.23674698795180715,127.2,0.7662650602409642,0,1,30
Math,8,STARTS,141.0,0.7626506024096386,39.9,0.24036144578313254,0,1,30
Math,8,STARTS+FAST-S,141.0,0.5682730923694777,72.16666666666667,0.4347389558232932,0,1,30
Math,8,STARTS+FAST-P,141.0,0.5680722891566263,72.2,0.4349397590361445,0,1,30
Math,8,STARTS+DPT,141.0,0.24538152610441763,125.76666666666667,0.7576305220883534,0,1,30
Math,8,Fastazi-S,134.0,0.5236947791164661,79.56666666666666,0.4793172690763054,0,1,30
Math,8,Fastazi-P,134.0,0.5124497991967873,81.43333333333334,0.49056224899598366,0,1,30
Math,8,Random,166.0,0.6548192771084338,57.8,0.3481927710843374,0,1,30
Math,9,Ekstazi,31.0,0.90140562248996,16.866666666666667,0.10160642570281121,0,1,30
Math,9,FAST,166.0,0.021084337349397596,163.0,0.981927710843373,0,1,30
