Project, Version, Suite, Test count, APFDf, TTFF, pTTFF, Misses, Hit, HitCount
Cli,11,Ekstazi,24.0,0.5069444444444443,12.333333333333334,0.5138888888888888,0,1,30
Cli,11,FAST,24.0,0.8305555555555555,4.566666666666666,0.19027777777777774,0,1,30
Cli,11,Ekstazi+dpt,24.0,0.3916666666666666,15.1,0.6291666666666667,0,1,30
Cli,11,DPT,24.0,0.38472222222222224,15.266666666666667,0.6361111111111111,0,1,30
Cli,11,STARTS,24.0,0.4569444444444445,13.533333333333333,0.5638888888888889,0,1,30
Cli,11,STARTS+FAST-S,24.0,0.9222222222222223,2.3666666666666667,0.09861111111111115,0,1,30
Cli,11,STARTS+FAST-P,24.0,0.9250000000000002,2.3,0.09583333333333334,0,1,30
Cli,11,STARTS+DPT,24.0,0.3763888888888889,15.466666666666667,0.6444444444444444,0,1,30
Cli,11,Fastazi-S,24.0,0.9152777777777777,2.533333333333333,0.10555555555555557,0,1,30
Cli,11,Fastazi-P,24.0,0.8305555555555555,4.566666666666666,0.19027777777777774,0,1,30
Cli,11,Random,24.0,0.49444444444444446,12.633333333333333,0.5263888888888889,0,1,30
Cli,12,Ekstazi,20.0,0.5121212121212121,11.233333333333333,0.5106060606060605,0,1,30
Cli,12,FAST,22.0,0.3348484848484849,15.133333333333333,0.687878787878788,0,1,30
Cli,12,Ekstazi+dpt,20.0,0.7924242424242426,5.066666666666666,0.2303030303030303,0,1,30
Cli,12,DPT,22.0,0.7939393939393937,5.033333333333333,0.22878787878787868,0,1,30
Cli,12,STARTS,20.0,0.5833333333333333,9.666666666666666,0.43939393939393934,0,1,30
Cli,12,STARTS+FAST-S,20.0,0.8151515151515153,4.566666666666666,0.20757575757575758,0,1,30
Cli,12,STARTS+FAST-P,20.0,0.8393939393939392,4.033333333333333,0.1833333333333333,0,1,30
Cli,12,STARTS+DPT,20.0,0.790909090909091,5.1,0.23181818181818178,0,1,30
Cli,12,Fastazi-S,20.0,0.3515151515151516,14.766666666666667,0.6712121212121215,0,1,30
Cli,12,Fastazi-P,20.0,0.4106060606060607,13.466666666666667,0.6121212121212122,0,1,30
Cli,12,Random,22.0,0.45909090909090905,12.4,0.5636363636363637,0,1,30
Cli,13,Ekstazi,45.0,0.5025157232704404,26.866666666666667,0.5069182389937107,0,1,30
Cli,13,FAST,53.0,0.5842767295597487,22.533333333333335,0.42515723270440264,0,1,30
Cli,13,Ekstazi+dpt,45.0,0.7471698113207547,13.9,0.26226415094339633,0,1,30
Cli,13,DPT,53.0,0.7427672955974843,14.133333333333333,0.26666666666666666,0,1,30
