Project, Version, Iteration, Suite, Test count, APFDf, TTFF, pTTFF
Cli,11,1,Ekstazi,24,0.8958333333333334,3,0.125
Cli,11,1,FAST,24,0.9375,2,0.08333333333333333
Cli,11,1,Ekstazi+dpt,24,0.43749999999999994,14,0.5833333333333334
Cli,11,1,DPT,24,0.31249999999999994,17,0.7083333333333334
Cli,11,1,STARTS,24,0.6875000000000001,8,0.3333333333333333
Cli,11,1,STARTS+FAST-S,24,0.9375,2,0.08333333333333333
Cli,11,1,STARTS+FAST-P,24,0.9375,2,0.08333333333333333
Cli,11,1,STARTS+DPT,24,0.3958333333333333,15,0.625
Cli,11,1,Fastazi-S,24,0.9375,2,0.08333333333333333
Cli,11,1,Fastazi-P,24,0.9375,2,0.08333333333333333
Cli,11,1,Random,24,0.31249999999999994,17,0.7083333333333334
Cli,11,2,Ekstazi,24,0.18749999999999997,20,0.8333333333333334
Cli,11,2,FAST,24,0.9375,2,0.08333333333333333
Cli,11,2,Ekstazi+dpt,24,0.43749999999999994,14,0.5833333333333334
Cli,11,2,DPT,24,0.3958333333333333,15,0.625
Cli,11,2,STARTS,24,0.31249999999999994,17,0.7083333333333334
Cli,11,2,STARTS+FAST-S,24,0.9375,2,0.08333333333333333
Cli,11,2,STARTS+FAST-P,24,0.8958333333333334,3,0.125
Cli,11,2,STARTS+DPT,24,0.43749999999999994,14,0.5833333333333334
Cli,11,2,Fastazi-S,24,0.9375,2,0.08333333333333333
Cli,11,2,Fastazi-P,24,0.9375,2,0.08333333333333333
Cli,11,2,Random,24,0.020833333333333332,24,1.0
Cli,11,3,Ekstazi,24,0.14583333333333334,21,0.875
Cli,11,3,FAST,24,0.9791666666666667,1,0.041666666666666664
Cli,11,3,Ekstazi+dpt,24,0.3541666666666667,16,0.6666666666666666
Cli,11,3,DPT,24,0.43749999999999994,14,0.5833333333333334
Cli,11,3,STARTS,24,0.4791666666666667,13,0.5416666666666666
Cli,11,3,STARTS+FAST-S,24,0.9375,2,0.08333333333333333
Cli,11,3,STARTS+FAST-P,24,0.8541666666666667,4,0.16666666666666666
Cli,11,3,STARTS+DPT,24,0.3958333333333333,15,0.625
Cli,11,3,Fastazi-S,24,0.9375,2,0.08333333333333333
Cli,11,3,Fastazi-P,24,0.9791666666666667,1,0.041666666666666664
Cli,11,3,Random,24,0.6458333333333334,9,0.375
Cli,11,4,Ekstazi,24,0.6458333333333334,9,0.375
Cli,11,4,FAST,24,0.9375,2,0.08333333333333333
Cli,11,4,Ekstazi+dpt,24,0.43749999999999994,14,0.5833333333333334
Cli,11,4,DPT,24,0.3958333333333333,15,0.625
Cli,11,4,STARTS,24,0.5625000000000001,11,0.4583333333333333
Cli,11,4,STARTS+FAST-S,24,0.9375,2,0.08333333333333333
Cli,11,4,STARTS+FAST-P,24,0.9791666666666667,1,0.041666666666666664
Cli,11,4,STARTS+DPT,24,0.43749999999999994,14,0.5833333333333334
Cli,11,4,Fastazi-S,24,0.9375,2,0.08333333333333333
Cli,11,4,Fastazi-P,24,0.9375,2,0.08333333333333333
Cli,11,4,Random,24,0.3541666666666667,16,0.6666666666666666
Cli,11,5,Ekstazi,24,0.8125,5,0.20833333333333334
Cli,11,5,FAST,24,0.9375,2,0.08333333333333333
Cli,11,5,Ekstazi+dpt,24,0.31249999999999994,17,0.7083333333333334
Cli,11,5,DPT,24,0.43749999999999994,14,0.5833333333333334
Cli,11,5,STARTS,24,0.18749999999999997,20,0.8333333333333334
Cli,11,5,STARTS+FAST-S,24,0.9375,2,0.08333333333333333
Cli,11,5,STARTS+FAST-P,24,0.9375,2,0.08333333333333333
Cli,11,5,STARTS+DPT,24,0.43749999999999994,14,0.5833333333333334
Cli,11,5,Fastazi-S,24,0.9375,2,0.08333333333333333
Cli,11,5,Fastazi-P,24,0.9375,2,0.08333333333333333
Cli,11,5,Random,24,0.3958333333333333,15,0.625
Cli,11,6,Ekstazi,24,0.7708333333333334,6,0.25
Cli,11,6,FAST,24,0.9375,2,0.08333333333333333
Cli,11,6,Ekstazi+dpt,24,0.3958333333333333,15,0.625
Cli,11,6,DPT,24,0.31249999999999994,17,0.7083333333333334
Cli,11,6,STARTS,24,0.1041666666666667,22,0.9166666666666666
Cli,11,6,STARTS+FAST-S,24,0.8541666666666667,4,0.16666666666666666
Cli,11,6,STARTS+FAST-P,24,0.9375,2,0.08333333333333333
Cli,11,6,STARTS+DPT,24,0.43749999999999994,14,0.5833333333333334
Cli,11,6,Fastazi-S,24,0.9375,2,0.08333333333333333
Cli,11,6,Fastazi-P,24,0.9375,2,0.08333333333333333
Cli,11,6,Random,24,0.31249999999999994,17,0.7083333333333334
Cli,11,7,Ekstazi,24,0.1041666666666667,22,0.9166666666666666
Cli,11,7,FAST,24,0.9791666666666667,1,0.041666666666666664
Cli,11,7,Ekstazi+dpt,24,0.31249999999999994,17,0.7083333333333334
Cli,11,7,DPT,24,0.31249999999999994,17,0.7083333333333334
Cli,11,7,STARTS,24,0.6041666666666666,10,0.4166666666666667
Cli,11,7,STARTS+FAST-S,24,0.8958333333333334,3,0.125
Cli,11,7,STARTS+FAST-P,24,0.8958333333333334,3,0.125
Cli,11,7,STARTS+DPT,24,0.31249999999999994,17,0.7083333333333334
Cli,11,7,Fastazi-S,24,0.9375,2,0.08333333333333333
Cli,11,7,Fastazi-P,24,0.9791666666666667,1,0.041666666666666664
Cli,11,7,Random,24,0.6041666666666666,10,0.4166666666666667
Cli,11,8,Ekstazi,24,0.3541666666666667,16,0.6666666666666666
Cli,11,8,FAST,24,0.9375,2,0.08333333333333333
Cli,11,8,Ekstazi+dpt,24,0.43749999999999994,14,0.5833333333333334
Cli,11,8,DPT,24,0.43749999999999994,14,0.5833333333333334
Cli,11,8,STARTS,24,0.8958333333333334,3,0.125
Cli,11,8,STARTS+FAST-S,24,0.9375,2,0.08333333333333333
Cli,11,8,STARTS+FAST-P,24,0.9375,2,0.08333333333333333
Cli,11,8,STARTS+DPT,24,0.3958333333333333,15,0.625
Cli,11,8,Fastazi-S,24,0.9375,2,0.08333333333333333
Cli,11,8,Fastazi-P,24,0.9375,2,0.08333333333333333
Cli,11,8,Random,24,0.3541666666666667,16,0.6666666666666666
Cli,11,9,Ekstazi,24,0.8541666666666667,4,0.16666666666666666
Cli,11,9,FAST,24,0.9375,2,0.08333333333333333
Cli,11,9,Ekstazi+dpt,24,0.43749999999999994,14,0.5833333333333334
Cli,11,9,DPT,24,0.43749999999999994,14,0.5833333333333334
Cli,11,9,STARTS,24,0.06249999999999996,23,0.9583333333333334
Cli,11,9,STARTS+FAST-S,24,0.9375,2,0.08333333333333333
Cli,11,9,STARTS+FAST-P,24,0.9375,2,0.08333333333333333
Cli,11,9,STARTS+DPT,24,0.3541666666666667,16,0.6666666666666666
Cli,11,9,Fastazi-S,24,0.9375,2,0.08333333333333333
Cli,11,9,Fastazi-P,24,0.9375,2,0.08333333333333333
Cli,11,9,Random,24,0.8958333333333334,3,0.125
Cli,11,10,Ekstazi,24,0.7708333333333334,6,0.25
Cli,11,10,FAST,24,0.9375,2,0.08333333333333333
Cli,11,10,Ekstazi+dpt,24,0.43749999999999994,14,0.5833333333333334
Cli,11,10,DPT,24,0.43749999999999994,14,0.5833333333333334
Cli,11,10,STARTS,24,0.2708333333333333,18,0.75
Cli,11,10,STARTS+FAST-S,24,0.9375,2,0.08333333333333333
Cli,11,10,STARTS+FAST-P,24,0.9375,2,0.08333333333333333
Cli,11,10,STARTS+DPT,24,0.31249999999999994,17,0.7083333333333334
Cli,11,10,Fastazi-S,24,0.9375,2,0.08333333333333333
Cli,11,10,Fastazi-P,24,0.9375,2,0.08333333333333333
Cli,11,10,Random,24,0.6458333333333334,9,0.375
Cli,11,11,Ekstazi,24,0.8125,5,0.20833333333333334
Cli,11,11,FAST,24,0.2708333333333333,18,0.75
Cli,11,11,Ekstazi+dpt,24,0.3541666666666667,16,0.6666666666666666
Cli,11,11,DPT,24,0.3541666666666667,16,0.6666666666666666
Cli,11,11,STARTS,24,0.2291666666666667,19,0.7916666666666666
Cli,11,11,STARTS+FAST-S,24,0.9375,2,0.08333333333333333
Cli,11,11,STARTS+FAST-P,24,0.9375,2,0.08333333333333333
Cli,11,11,STARTS+DPT,24,0.3541666666666667,16,0.6666666666666666
Cli,11,11,Fastazi-S,24,0.9375,2,0.08333333333333333
Cli,11,11,Fastazi-P,24,0.2708333333333333,18,0.75
Cli,11,11,Random,24,0.3958333333333333,15,0.625
Cli,11,12,Ekstazi,24,0.020833333333333332,24,1.0
